SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
1540,TXNA3FDEFF94F,USR593596,"€3,753.78",Debit,13:25:08,2023-09-17,Dubai,Desktop,Food,Debit,0,0,8,5289.01,1535.23,0
1541,TXN5962057984,USR234090,"€7,112.35",Credit,20:09:10,2024-09-06,Lagos,Mobile,Food,Prepaid,0,0,11,2847.2,9959.55,1
1542,TXNAB1CACB0BE,USR775335,"$6,777.74",Credit,07:47:08,2024-05-02,Dubai,Desktop,Travel,Credit,0,1,6,8852.8,15630.54,1
1543,TXN641EB3A0AE,USR251629,"€6,182.12",Debit,07:18:48,2023-02-08,Tokyo,Unknown,Utility,Debit,0,0,6,3500.06,-2682.06,1
1544,TXNCDB07575C9,USR245977,$757.01,Credit,07:32:55,2023-09-21,Dubai,Desktop,Utility,Prepaid,0,0,9,7984.65,8741.66,0
1545,TXNC0AFD51ADC,USR837367,"₹4,262.27",Credit,17:17:20,2023-03-26,Dubai,Unknown,Utility,Credit,0,0,5,3039.35,7301.62,1
1546,TXN5C84A4F34C,USR318976,"₹2,82,119.60",Credit,13:50:35,2025-05-28,New York,Mobile,Travel,Debit,0,0,6,5117.95,287237.55,1
1547,TXN6BD223DB16,USR293807,$771.89,Credit,17:58:54,2024-07-24,Lagos,Unknown,Food,Prepaid,1,0,6,9882.91,10654.8,1
1548,TXN7750D76ABF,USR180674,"€7,563.12",Credit,03:12:46,2023-05-16,Dubai,Mobile,Retail,Credit,0,0,5,3796.12,11359.24,0
1549,TXN8EDC0A4219,USR395483,"₹6,754.44",Credit,17:56:29,2023-03-02,Tokyo,Unknown,Retail,Debit,0,0,4,4359.13,11113.57,1
1550,TXN9DBD9487B4,USR882071,$623.42,Debit,12:49:52,2023-04-25,Tokyo,Tablet,Food,Debit,0,0,9,2422.43,1799.01,0
1551,TXN78D0481D6B,USR289857,"₹7,395.96",Debit,11:10:16,2024-03-21,Beijing,Desktop,Food,Credit,0,0,8,6454.16,-941.8,0
1552,TXNEF2DA1E1C1,USR612292,"₹8,003.74",Debit,07:15:45,2025-05-25,Beijing,Mobile,Travel,Debit,0,0,8,6816.98,-1186.76,0
1553,TXN19F2FDCD32,USR868653,"₹1,357.68",Debit,21:30:11,2024-07-17,Lagos,Desktop,Food,Credit,0,0,7,167.87,-1189.81,0
1554,TXNAA0D683316,USR233808,"$5,105.10",Credit,20:06:32,2025-06-11,Beijing,Mobile,Retail,Credit,0,0,8,8962.67,14067.77,0
1555,TXN6665E12E68,USR271252,"$7,054.77",Debit,11:07:54,2023-01-18,New York,Desktop,Utility,Credit,0,0,11,2907.7,-4147.07,1
1556,TXNE79D3E8E16,USR813440,"$8,083.99",Debit,12:20:59,2025-05-22,Tokyo,Mobile,Luxury,Debit,1,1,9,8876.41,792.42,1
1557,TXN27AEA301A3,USR939624,"$2,853.69",Debit,23:49:40,2024-03-31,Tokyo,Tablet,Travel,Credit,0,0,5,4499.75,1646.06,0
1558,TXN34BAEB8CD4,USR826695,$557.73,Debit,14:36:21,2023-10-25,Lagos,Unknown,Food,Credit,0,0,6,8737.8,8180.07,1
1559,TXN21B75F0C0D,USR966715,"₹3,728.45",Credit,20:22:29,2025-05-23,Lagos,Unknown,Retail,Credit,0,0,9,9295.43,13023.88,1
1560,TXNE86554FB65,USR537547,"$1,30,953.26",Debit,16:28:03,2024-09-14,Lagos,Mobile,Food,Debit,0,0,11,8439.2,-122514.06,1
1561,TXNAE2C5FA00F,USR860746,"$7,190.04",Debit,01:10:52,2024-08-05,Beijing,Mobile,Food,Debit,0,0,10,3297.1,-3892.94,0
1562,TXN51D882380C,USR958701,"₹4,557.84",Debit,17:17:00,2024-02-10,Dubai,Desktop,Retail,Prepaid,0,0,8,5049.54,491.7,0
1563,TXN47C03FB44C,USR727343,"$1,176.21",Debit,01:55:36,2025-06-05,Lagos,Tablet,Food,Credit,0,0,6,8869.44,7693.23,0
1564,TXNEC383F2916,USR324145,"₹1,418.38",Debit,00:13:09,2023-02-02,Delhi,Desktop,Retail,Debit,0,0,10,5006.7,3588.32,0
1565,TXNE48E4E7110,USR889705,"₹1,84,791.42",Debit,22:14:20,2023-05-26,Lagos,Desktop,Utility,Credit,1,1,8,3823.27,-180968.15,1
1566,TXN7AB64A6D04,USR122232,"€4,69,806.49",Debit,17:48:39,2024-06-03,London,Mobile,Travel,Prepaid,0,0,3,9924.99,-459881.5,1
1567,TXNB5AACFA83A,USR555558,"$8,762.10",Credit,19:05:29,2024-07-31,New York,Mobile,Travel,Debit,0,0,4,4113.92,12876.02,0
1568,TXN2351B3CBC5,USR225297,"$3,757.27",Credit,12:43:11,2023-08-28,Delhi,Desktop,Food,Credit,0,0,8,5829.31,9586.58,0
1569,TXNE0CBAEC8E1,USR924012,$24.67,Debit,03:44:32,2024-12-18,Beijing,Mobile,Retail,Debit,0,0,8,3206.83,3182.16,0
1570,TXN1AF0F431EE,USR706523,"€7,241.13",Credit,17:26:35,2024-01-31,Tokyo,Unknown,Travel,Prepaid,0,0,11,7521.01,14762.14,1
1571,TXN61D94A8A5B,USR557444,"€3,435.06",Credit,07:55:41,2023-08-10,Lagos,Mobile,Travel,Debit,0,0,3,3899.73,7334.79,0
1572,TXN0EA698C4C4,USR545990,"₹4,491.40",Credit,05:03:54,2024-09-28,Tokyo,Unknown,Retail,Credit,0,0,4,9235.2,13726.6,1
1573,TXN8F79B52AD7,USR139645,"€4,484.77",Credit,09:24:08,2023-10-17,Delhi,Unknown,Food,Debit,0,0,10,8497.14,12981.91,1
1574,TXN1976566A9C,USR185277,€667.49,Debit,16:48:54,2023-11-17,Lagos,Unknown,Travel,Debit,1,0,9,696.16,28.67,1
1575,TXN39F2917C69,USR749115,"€4,517.99",Debit,17:01:21,2023-07-06,Delhi,Unknown,Food,Debit,0,0,5,1340.44,-3177.55,1
1576,TXNA2E8C2B5A5,USR278317,"€9,664.82",Debit,04:52:08,2024-09-14,Tokyo,Mobile,Retail,Debit,0,0,6,3908.67,-5756.15,0
1577,TXN4C465919CC,USR131493,"₹8,878.35",Credit,15:32:22,2025-07-31,Dubai,Mobile,Utility,Credit,0,0,9,7902.44,16780.79,0
1578,TXN92D5A879F5,USR534989,"₹6,470.77",Credit,03:06:42,2025-02-11,Delhi,Desktop,Retail,Prepaid,0,0,6,3592.72,10063.49,0
1579,TXN9C787621E9,USR216997,"₹2,754.81",Credit,06:57:55,2023-05-31,Delhi,Mobile,Food,Credit,0,0,3,7827.71,10582.52,0
1580,TXNE8E1E0AC59,USR258288,"$8,838.25",Debit,20:28:37,2023-08-25,Delhi,Mobile,Travel,Debit,0,0,10,1824.45,-7013.8,0
1581,TXN3926AF5E5D,USR208993,"€3,74,428.14",Debit,09:09:57,2024-03-18,Delhi,Tablet,Food,Prepaid,0,0,7,582.3,-373845.84,1
1582,TXN01C6A85076,USR220342,"€5,189.81",Debit,21:54:18,2024-06-20,Lagos,Unknown,Luxury,Prepaid,0,1,5,9695.48,4505.67,1
1583,TXNC3815ACD8A,USR598749,"₹7,434.43",Debit,04:12:17,2023-03-11,London,Desktop,Retail,Prepaid,0,0,8,9748.66,2314.23,0
1584,TXN01B18A81D6,USR525315,"$2,635.28",Credit,23:55:49,2025-03-26,London,Desktop,Food,Credit,1,0,8,8397.07,11032.35,1
1585,TXN5CD15B621E,USR331067,"€2,334.77",Debit,07:12:06,2025-06-26,Lagos,Unknown,Retail,Debit,0,0,10,2431.71,96.9400000000001,1
1586,TXN8C7B59F000,USR218712,"₹2,251.69",Debit,19:23:05,2025-03-08,Tokyo,Desktop,Food,Prepaid,0,1,4,6691.27,4439.58,1
1587,TXND2CE5677CE,USR324471,"€4,33,878.56",Credit,07:55:13,2023-11-02,Dubai,Unknown,Retail,Prepaid,0,0,13,2878.89,436757.45,1
1588,TXN41711F1F1C,USR999082,"$1,226.93",Debit,15:01:06,2024-06-14,Lagos,Desktop,Retail,Debit,1,0,8,9521.15,8294.22,1
1589,TXNA183B3C587,USR268313,"$9,108.26",Credit,09:56:18,2024-09-13,Dubai,Tablet,Utility,Debit,0,1,11,1139.08,10247.34,1
1590,TXN4C4703F656,USR449797,"₹4,743.38",Debit,20:16:31,2025-03-22,Tokyo,Tablet,Retail,Credit,0,0,7,6075.17,1331.79,0
1591,TXNE6FFDD35F2,USR525387,"₹5,299.06",Debit,08:32:45,2024-02-14,London,Desktop,Retail,Prepaid,0,0,5,1794.14,-3504.92,0
1592,TXN3E93350895,USR876649,"€4,687.66",Debit,05:44:58,2024-05-25,Delhi,Desktop,Food,Debit,0,0,8,6468.4,1780.74,0
1593,TXN9C397ABE63,USR825157,"€9,751.70",Debit,09:58:34,2025-04-17,London,Unknown,Utility,Debit,0,1,9,3808.65,-5943.05,1
1594,TXN448F8CED86,USR792058,"$8,990.27",Debit,11:41:41,2023-09-12,Delhi,Mobile,Utility,Credit,0,0,9,3300.96,-5689.31,0
1595,TXN6C98C53302,USR396866,"$4,15,587.89",Credit,09:07:46,2024-07-05,London,Desktop,Food,Debit,0,0,9,7790.93,423378.82,1
1596,TXN2F2681C52C,USR708388,"€2,48,624.63",Debit,09:37:02,2024-07-04,Delhi,Desktop,Retail,Credit,0,0,7,1627.22,-246997.41,1
1597,TXN8B3F28C125,USR355553,"₹8,717.51",Credit,02:06:24,2025-03-13,Tokyo,Desktop,Travel,Credit,0,0,3,8126.85,16844.36,0
1598,TXNE7BBDD8F76,USR746520,$971.29,Debit,20:03:13,2025-02-09,Tokyo,Unknown,Utility,Prepaid,0,0,8,1374.58,403.29,1
1599,TXNA3235804B0,USR384425,"$6,681.66",Debit,17:07:43,2024-09-21,New York,Mobile,Travel,Debit,0,0,9,7200.87,519.21,0
1600,TXN8F79BB35C9,USR705537,"$7,291.85",Credit,22:58:45,2023-03-19,Beijing,Unknown,Travel,Debit,0,0,11,955.18,8247.03,1
1601,TXN074ED7F0EF,USR302152,€180.19,Debit,13:59:00,2024-04-08,Delhi,Unknown,Food,Prepaid,0,0,7,6750.26,6570.07,1
1602,TXN4A0CD52FAA,USR298459,"€3,720.73",Debit,08:53:07,2023-11-16,Beijing,Unknown,Food,Debit,1,0,7,1110.91,-2609.82,1
1603,TXN2DBB565BA5,USR407097,"₹4,07,970.29",Debit,04:27:55,2024-08-22,Delhi,Tablet,Luxury,Credit,0,0,10,984.24,-406986.05,1
1604,TXNDD039F36BA,USR145075,"₹3,238.65",Debit,17:44:46,2025-07-17,Delhi,Mobile,Travel,Debit,0,0,6,1038.44,-2200.21,0
1605,TXNF6B28C8B79,USR135368,€613.61,Credit,23:56:39,2023-06-18,Delhi,Tablet,Retail,Credit,0,0,11,6887.01,7500.62,1
1606,TXN893F7C0849,USR998975,"$4,753.08",Debit,23:01:24,2024-04-30,Dubai,Tablet,Luxury,Debit,0,0,7,5200.56,447.480000000001,0
1607,TXN991168FDA8,USR747196,"$1,03,566.00",Credit,22:37:03,2024-03-02,Lagos,Desktop,Utility,Debit,0,0,10,3504.63,107070.63,1
1608,TXN9558780FFD,USR198662,"₹4,32,804.01",Credit,04:55:54,2024-09-17,Dubai,Mobile,Utility,Prepaid,0,0,10,4024.47,436828.48,1
1609,TXN93C19BC791,USR720651,"$5,485.79",Debit,00:46:22,2023-01-29,London,Desktop,Travel,Prepaid,0,0,11,8962.67,3476.88,1
1610,TXNDB230E7D14,USR740297,"€3,301.42",Debit,12:27:22,2023-06-23,Delhi,Mobile,Food,Debit,0,0,6,4263.78,962.36,0
1611,TXNC5AE22D06D,USR259754,"₹4,364.68",Debit,04:53:01,2023-08-28,New York,Unknown,Retail,Credit,0,0,7,3858.51,-506.17,1
1612,TXNFE9AFAFE38,USR569185,"₹3,492.45",Credit,14:05:54,2023-11-24,Delhi,Tablet,Travel,Prepaid,0,1,6,6626.43,10118.88,1
1613,TXN649A8BD2EA,USR939525,"€3,486.41",Credit,07:50:51,2025-07-12,Dubai,Tablet,Retail,Credit,0,0,11,1480.39,4966.8,1
1614,TXNB8430CB7CB,USR970623,"₹8,823.42",Debit,12:50:24,2023-01-17,Lagos,Mobile,Luxury,Prepaid,1,0,6,4409.32,-4414.1,1
1615,TXN42AE8DA991,USR807021,"€1,851.45",Credit,19:18:37,2023-01-01,Dubai,Mobile,Retail,Prepaid,0,1,6,8638.32,10489.77,1
1616,TXNB27BF5F498,USR202718,$649.04,Debit,20:28:34,2024-08-12,London,Unknown,Food,Debit,0,0,9,5747.87,5098.83,1
1617,TXN8F90C223F6,USR695999,"€3,12,773.59",Credit,05:58:40,2025-06-05,Beijing,Unknown,Luxury,Prepaid,0,0,12,6085.33,318858.92,1
1618,TXN896A39F8BE,USR575819,"$2,359.55",Credit,14:49:21,2023-08-28,Delhi,Unknown,Food,Debit,1,1,7,238.66,2598.21,1
1619,TXN24489F1108,USR835965,"$5,233.01",Debit,21:29:51,2024-05-13,Tokyo,Unknown,Luxury,Debit,0,0,5,9917.6,4684.59,1
1620,TXNED9D110156,USR517533,"$8,783.19",Debit,19:23:46,2024-02-22,New York,Desktop,Utility,Prepaid,0,0,5,1728.51,-7054.68,0
1621,TXN2F942C81C8,USR478920,"€4,378.91",Debit,15:31:44,2024-04-28,London,Mobile,Retail,Debit,0,0,8,2865.59,-1513.32,0
1622,TXNB34FB45270,USR665271,₹229.03,Credit,18:15:43,2024-03-12,Tokyo,Mobile,Travel,Credit,1,0,7,1835.23,2064.26,1
1623,TXN974A066058,USR200570,"₹9,780.33",Debit,13:31:37,2024-12-11,Dubai,Desktop,Luxury,Debit,0,0,9,6652.18,-3128.15,0
1624,TXN72AFD21CE5,USR738364,"₹4,401.97",Debit,00:05:38,2025-02-28,Dubai,Desktop,Food,Credit,0,0,9,5526.87,1124.9,0
1625,TXNBC11DB4E0A,USR690195,"€7,877.87",Debit,10:00:09,2025-01-18,Delhi,Desktop,Retail,Debit,0,0,8,624.12,-7253.75,0
1626,TXNF9A5FD8D53,USR159776,"€4,92,180.99",Debit,14:38:20,2025-07-15,Tokyo,Unknown,Retail,Prepaid,0,0,5,1001.6,-491179.39,1
1627,TXN08EEC299BB,USR858481,"$2,33,354.32",Credit,03:13:38,2023-09-01,London,Mobile,Travel,Credit,0,0,11,2091.67,235445.99,1
1628,TXNC55B65065D,USR909101,"₹3,136.86",Debit,22:23:37,2024-07-04,Dubai,Tablet,Food,Credit,0,0,7,2712.56,-424.3,0
1629,TXNC0D0894FAD,USR940349,"$2,275.15",Credit,17:56:15,2024-04-23,Dubai,Desktop,Food,Prepaid,0,1,10,7252.36,9527.51,1
1630,TXN2BB8B8D0B4,USR609499,"$3,178.74",Debit,18:07:46,2024-11-05,Tokyo,Desktop,Food,Credit,0,0,5,2284.77,-893.97,0
1631,TXN14EB480A3C,USR640540,"€5,139.88",Debit,22:20:02,2024-03-03,Lagos,Mobile,Food,Credit,0,0,2,2121.38,-3018.5,0
1632,TXN9EB768CB6E,USR573748,"₹2,847.63",Credit,21:40:38,2023-04-07,Lagos,Unknown,Utility,Prepaid,1,0,8,3016.51,5864.14,1
1633,TXNB80BF372D4,USR167583,"$8,376.47",Debit,14:31:00,2023-01-07,Dubai,Mobile,Food,Prepaid,0,0,6,9969.25,1592.78,0
1634,TXNAEE3F13380,USR843147,"$7,505.76",Credit,17:38:09,2025-04-17,Delhi,Desktop,Luxury,Prepaid,0,0,6,4119.33,11625.09,0
1635,TXND09E860F94,USR235406,$306.93,Debit,08:31:54,2023-06-24,Delhi,Desktop,Food,Credit,0,0,10,9337.65,9030.72,0
1636,TXN09A7ECDE08,USR318487,"₹6,509.99",Credit,02:21:20,2025-05-19,London,Unknown,Utility,Credit,0,0,4,2881.93,9391.92,1
1637,TXNB3D66E01BE,USR544317,"$6,912.97",Credit,21:19:03,2024-12-21,Dubai,Desktop,Retail,Credit,0,0,9,438.62,7351.59,0
1638,TXND87CA61A3A,USR814152,"$7,015.17",Credit,05:44:33,2023-10-24,London,Desktop,Food,Credit,1,1,5,7473.82,14488.99,1
1639,TXN7DD1DF9C01,USR832279,"₹2,72,196.19",Debit,06:51:30,2023-05-20,Tokyo,Unknown,Food,Debit,0,0,13,1276.85,-270919.34,1
1640,TXNDEA8E9761E,USR793733,"₹2,79,910.82",Credit,21:33:55,2024-08-05,Lagos,Unknown,Food,Debit,0,0,13,3081.15,282991.97,1
1641,TXNDE972F7F0F,USR519577,"€4,523.37",Credit,05:43:06,2023-08-22,Beijing,Unknown,Utility,Debit,0,0,8,4294.2,8817.57,1
1642,TXN73B4A882B3,USR273336,"$7,751.13",Debit,12:39:30,2025-01-12,Tokyo,Unknown,Luxury,Credit,0,0,6,876.24,-6874.89,1
1643,TXNC909042975,USR126395,"$1,119.25",Credit,18:04:03,2025-01-05,Beijing,Tablet,Utility,Credit,0,0,6,9506.97,10626.22,0
1644,TXNB68D446AC8,USR476057,"₹2,416.76",Credit,21:10:15,2025-04-04,Dubai,Mobile,Utility,Debit,0,0,7,8323.38,10740.14,0
1645,TXN5EAE430ADB,USR754685,₹868.09,Credit,09:50:48,2024-11-04,Tokyo,Mobile,Luxury,Credit,0,0,8,5131.08,5999.17,0
1646,TXN50BF4DC10E,USR251082,"€9,512.70",Debit,06:35:43,2023-09-28,Delhi,Desktop,Utility,Credit,0,0,6,7816.2,-1696.5,0
1647,TXN51630227EE,USR896584,"$1,496.12",Credit,10:07:03,2023-10-20,Dubai,Unknown,Luxury,Credit,0,0,4,6016.24,7512.36,1
1648,TXN0637B98CA9,USR862966,"₹6,333.94",Credit,13:03:40,2024-04-15,New York,Desktop,Retail,Prepaid,0,0,10,3436.82,9770.76,0
1649,TXNB4742673B2,USR927266,"$3,87,557.73",Debit,03:55:29,2024-10-03,Lagos,Mobile,Luxury,Debit,0,0,3,6560.17,-380997.56,1
1650,TXNBFB00A39C4,USR420411,"€8,360.71",Debit,06:19:32,2023-02-15,Delhi,Desktop,Food,Prepaid,0,0,8,1267.52,-7093.19,0
1651,TXNEFF961994A,USR497250,"$7,668.25",Credit,11:47:31,2023-10-24,Lagos,Tablet,Food,Debit,0,1,7,9008.46,16676.71,1
1652,TXN2570DC9D0E,USR658817,€126.42,Debit,04:14:56,2023-04-02,Tokyo,Tablet,Retail,Prepaid,1,0,8,3838.07,3711.65,1
1653,TXN5B464D7918,USR593963,"$4,227.29",Credit,15:52:37,2024-03-26,Lagos,Tablet,Retail,Prepaid,0,0,6,2118.1,6345.39,0
1654,TXNF60B397363,USR336207,"€9,647.76",Debit,11:28:12,2024-09-23,Dubai,Desktop,Travel,Credit,0,0,11,2309.74,-7338.02,1
1655,TXNCB49B0E905,USR632074,"₹4,697.74",Credit,10:34:28,2024-06-20,Lagos,Tablet,Travel,Credit,0,0,9,1522.72,6220.46,0
1656,TXNB0FC05C00D,USR814357,$923.13,Debit,15:06:55,2024-09-22,Beijing,Tablet,Retail,Credit,0,0,6,7876.9,6953.77,0
1657,TXN63EFCEE01F,USR237983,"₹3,741.43",Debit,13:41:49,2023-02-26,London,Mobile,Utility,Prepaid,0,0,9,4580.89,839.460000000001,0
1658,TXNE71092A2F8,USR239364,"₹4,089.74",Debit,21:58:52,2023-12-06,London,Unknown,Food,Prepaid,0,0,8,8813.04,4723.3,1
1659,TXNB652FC11D8,USR773758,"₹9,928.89",Credit,00:39:24,2024-05-29,London,Mobile,Retail,Prepaid,0,0,6,2509.2,12438.09,0
1660,TXNE35592D12B,USR556069,"€6,487.94",Debit,10:20:31,2025-01-30,Beijing,Unknown,Travel,Credit,0,0,10,826.32,-5661.62,1
1661,TXN0F85B3CA63,USR156708,"$1,99,480.08",Debit,20:27:21,2023-02-09,Beijing,Desktop,Travel,Debit,0,0,10,8519.6,-190960.48,1
1662,TXN8E7FD92B3A,USR970415,"€4,384.63",Credit,22:52:40,2024-06-05,New York,Unknown,Retail,Credit,0,0,6,9592.09,13976.72,1
1663,TXNEEA7448A23,USR495536,"₹8,971.05",Credit,16:38:13,2024-12-25,Tokyo,Mobile,Retail,Debit,0,0,10,4603.59,13574.64,0
1664,TXNBFFB599251,USR649599,"$1,465.31",Credit,07:27:23,2024-03-20,New York,Desktop,Utility,Debit,0,0,7,1041.33,2506.64,0
1665,TXNEC000B973D,USR695575,"₹1,168.95",Debit,02:49:53,2024-08-14,Lagos,Unknown,Travel,Prepaid,0,0,7,3539.74,2370.79,1
1666,TXN7C140F6639,USR852502,"$2,27,378.62",Debit,00:48:13,2024-08-09,London,Desktop,Luxury,Credit,0,0,4,9383.79,-217994.83,1
1667,TXN2D3F053980,USR562940,"₹4,104.36",Credit,18:40:54,2024-02-18,New York,Unknown,Utility,Credit,1,1,8,2523.73,6628.09,1
1668,TXNA0CFABDB02,USR504353,"€6,423.26",Credit,09:50:44,2024-05-25,Lagos,Mobile,Travel,Prepaid,0,0,11,5163.7,11586.96,1
1669,TXN737C7AEB63,USR667415,"€9,865.57",Debit,18:13:42,2024-05-01,Tokyo,Desktop,Luxury,Debit,0,0,8,7613.32,-2252.25,0
1670,TXND6DE3DE892,USR899560,"$3,775.02",Debit,01:03:37,2023-05-21,Dubai,Unknown,Utility,Debit,0,1,9,1493.55,-2281.47,1
1671,TXN379D891A2A,USR953944,₹675.30,Debit,17:19:43,2023-11-22,Dubai,Tablet,Travel,Credit,1,0,8,5776.03,5100.73,1
1672,TXNE79646C61F,USR966284,"€2,418.16",Credit,10:52:44,2023-09-05,Lagos,Unknown,Utility,Debit,1,0,13,3638.95,6057.11,1
1673,TXN005646B706,USR899786,"€6,631.35",Credit,11:53:32,2023-05-10,Beijing,Tablet,Travel,Credit,0,0,9,5745.92,12377.27,0
1674,TXN6051667AA1,USR583924,"₹9,651.89",Credit,11:16:04,2023-10-24,Dubai,Unknown,Travel,Debit,0,0,7,7377.74,17029.63,1
1675,TXN4C62C61DAF,USR662303,"$1,92,947.99",Credit,05:00:04,2025-05-25,Tokyo,Unknown,Travel,Prepaid,0,1,9,2450.46,195398.45,1
1676,TXNF7F1A86CA7,USR443897,"€8,225.16",Credit,05:22:15,2023-08-31,Dubai,Unknown,Luxury,Credit,0,0,7,1284.92,9510.08,1
1677,TXN824805E0AB,USR991561,€506.10,Credit,21:21:27,2024-11-30,Dubai,Unknown,Utility,Credit,0,0,13,3112.43,3618.53,1
1678,TXNA3526E1A89,USR217550,"₹2,559.26",Debit,16:55:07,2024-12-15,Tokyo,Desktop,Utility,Credit,0,0,7,2024.52,-534.74,0
1679,TXN23ABF8D7D8,USR940805,"$2,556.97",Credit,12:54:51,2024-04-26,Beijing,Desktop,Retail,Prepaid,0,0,8,7859.99,10416.96,0
1680,TXNFBC178B2BA,USR677303,"$1,390.96",Credit,20:08:14,2024-09-14,Tokyo,Mobile,Food,Credit,0,0,3,7627.4,9018.36,0
1681,TXNCE3847E2B3,USR986656,€417.23,Credit,12:54:34,2024-05-17,Beijing,Unknown,Utility,Debit,0,1,4,2647.6,3064.83,1
1682,TXN930C4D53B3,USR389689,"₹2,383.94",Debit,12:49:47,2025-07-08,Beijing,Unknown,Food,Credit,1,0,11,9607.67,7223.73,1
1683,TXN01279F9CFC,USR916665,"$8,424.68",Debit,09:10:25,2025-07-31,New York,Tablet,Utility,Debit,0,0,7,7422.16,-1002.52,0
1684,TXNE01985B791,USR385345,"$1,463.87",Debit,14:23:13,2023-05-02,Delhi,Tablet,Retail,Credit,0,0,9,7863.42,6399.55,0
1685,TXNA107B53E57,USR898822,"€8,550.27",Debit,17:37:04,2025-06-17,New York,Mobile,Food,Debit,0,0,6,350.38,-8199.89,0
1686,TXNA9A72C2144,USR633456,"₹1,401.01",Debit,06:11:19,2024-11-10,Dubai,Unknown,Utility,Credit,0,0,4,2759.91,1358.9,1
1687,TXN1A3762DB40,USR803038,"€5,257.93",Credit,05:01:55,2025-05-07,New York,Unknown,Travel,Prepaid,0,0,5,2258.33,7516.26,1
1688,TXN60C2163650,USR665064,₹915.99,Debit,15:57:02,2025-04-16,Tokyo,Desktop,Travel,Credit,0,0,9,9941.11,9025.12,0
1689,TXNAB1CBBF0C1,USR355669,"₹7,624.75",Credit,14:11:02,2023-05-09,Tokyo,Desktop,Utility,Debit,0,0,10,6427.7,14052.45,0
1690,TXN868D6D03E4,USR251940,"€8,093.02",Debit,17:26:20,2024-06-01,Tokyo,Desktop,Travel,Prepaid,0,0,5,4998.08,-3094.94,0
1691,TXNE4FE706745,USR682577,"€2,768.29",Debit,22:22:15,2024-10-19,Beijing,Mobile,Utility,Prepaid,0,0,8,7575.11,4806.82,0
1692,TXNF68A4CB840,USR701902,"$9,942.84",Debit,18:45:09,2024-02-15,Lagos,Mobile,Food,Prepaid,0,0,8,826.16,-9116.68,0
1693,TXN079E7FD5EB,USR443851,"$2,816.43",Debit,10:25:02,2024-10-21,Delhi,Mobile,Food,Credit,0,0,7,9461.85,6645.42,0
1694,TXN93AFBF6CF9,USR948562,"$3,00,758.08",Debit,00:21:06,2023-02-26,Dubai,Unknown,Luxury,Credit,1,0,4,6284.08,-294474.0,1
1695,TXN46AFE0ACBA,USR237173,"₹6,430.37",Credit,11:28:51,2024-07-01,New York,Unknown,Food,Prepaid,0,0,8,9874.24,16304.61,1
1696,TXNAEF508E3E7,USR175173,"$9,821.60",Credit,07:13:32,2024-10-29,Beijing,Mobile,Retail,Credit,0,0,5,2099.5,11921.1,0
1697,TXN2351B65DFB,USR757746,"€2,62,535.19",Debit,18:58:14,2024-03-03,London,Mobile,Luxury,Debit,0,0,4,7211.81,-255323.38,1
1698,TXNFBF0F53387,USR757724,"₹4,79,123.26",Debit,21:46:18,2025-02-10,Beijing,Mobile,Travel,Prepaid,0,0,13,599.69,-478523.57,1
1699,TXND830897C10,USR803766,"€5,506.19",Credit,13:05:30,2023-01-11,Dubai,Desktop,Utility,Credit,0,0,6,2048.55,7554.74,0
1700,TXN0E95BA1B88,USR885847,"₹4,586.44",Credit,22:50:51,2025-03-04,Tokyo,Unknown,Retail,Prepaid,1,0,4,4924.75,9511.19,1
1701,TXN455C3F27BC,USR915630,"₹9,669.54",Debit,13:55:22,2025-03-04,Tokyo,Tablet,Travel,Credit,0,0,6,5863.39,-3806.15,0
1702,TXNEE9D0560F2,USR260217,"€1,95,078.64",Debit,02:46:55,2024-01-19,New York,Desktop,Travel,Debit,0,0,3,3368.46,-191710.18,1
1703,TXN364F567FD9,USR203039,"₹3,588.23",Debit,06:26:49,2024-04-07,Delhi,Desktop,Retail,Prepaid,0,0,9,447.53,-3140.7,0
1704,TXNE7CA6931FA,USR662141,"$7,708.35",Debit,01:01:51,2024-05-10,Delhi,Mobile,Utility,Prepaid,1,0,9,9875.64,2167.29,1
1705,TXN216A081E63,USR959223,"€4,269.57",Debit,17:17:00,2023-07-12,New York,Tablet,Luxury,Prepaid,0,0,5,5896.49,1626.92,0
1706,TXN6E3CB262D1,USR506070,"€2,98,682.49",Credit,09:31:44,2023-10-02,Beijing,Tablet,Utility,Credit,0,0,5,2766.13,301448.62,1
1707,TXN72F66BE02E,USR356401,"$2,920.59",Debit,01:06:38,2024-09-24,Tokyo,Tablet,Utility,Debit,0,0,3,8293.17,5372.58,0
1708,TXNCE16B02B35,USR407642,"$8,991.57",Debit,16:14:56,2023-06-24,Dubai,Mobile,Utility,Debit,0,0,7,8270.01,-721.56,0
1709,TXN3E51F42BD3,USR631394,"$3,641.57",Debit,16:16:46,2024-12-23,Lagos,Tablet,Utility,Prepaid,0,1,5,8301.18,4659.61,1
1710,TXN030D48F44C,USR344931,"€1,190.33",Credit,17:52:29,2023-05-28,Delhi,Desktop,Food,Prepaid,0,0,8,4004.75,5195.08,0
